step,time,shoulder_pan.pos,shoulder_lift.pos,elbow_flex.pos,wrist_flex.pos,wrist_roll.pos,gripper.pos
242,30.323,-35.416664123535156,-4.0223846435546875,31.470172882080078,37.85969924926758,-60.51622009277344,1.1080236434936523
243,30.324,-35.11554718017578,-4.506629943847656,31.24933624267578,37.48802947998047,-60.634666442871094,0.9751033782958984
244,30.455,-34.03435516357422,-6.244911193847656,32.14811706542969,36.84223175048828,-60.605289459228516,1.3603167533874512
245,30.524,-34.69287872314453,-5.4985198974609375,31.38370132446289,36.46783447265625,-60.519561767578125,2.2025136947631836
246,30.789,-31.64263343811035,-4.1855010986328125,29.688838958740234,43.48535919189453,-60.437171936035156,1.6704258918762207
247,30.855,-32.02255630493164,-4.123695373535156,29.832645416259766,43.45336151123047,-60.230506896972656,0.8681650161743164
248,30.920,-32.844329833984375,-5.231292724609375,31.09749984741211,44.46405792236328,-60.19791793823242,2.7974166870117188
249,31.056,-32.53410339355469,-4.3668975830078125,30.290969848632812,44.22360610961914,-60.325233459472656,1.5185070037841797
250,31.319,-34.564231872558594,-1.9622955322265625,27.944793701171875,39.61901092529297,-60.43101501464844,-0.10613775253295898
251,31.321,-34.606502532958984,-0.328369140625,27.816978454589844,36.68778991699219,-60.43589401245117,-0.10003948211669922
252,31.452,-34.7579460144043,0.22313690185546875,28.023929595947266,37.12746810913086,-60.365360260009766,-0.42227840423583984
253,31.520,-35.39744186401367,2.0997543334960938,26.89698028564453,36.808963775634766,-60.283905029296875,-0.19972467422485352
254,31.652,-35.336761474609375,1.4915695190429688,27.849353790283203,36.434471130371094,-60.1688232421875,0.0034160614013671875
255,31.851,-34.86845016479492,1.054931640625,24.907012939453125,37.13214874267578,-60.42280960083008,-0.7929902076721191
256,31.853,-35.72300720214844,2.1032867431640625,24.339622497558594,37.90538024902344,-60.2105827331543,-0.8253893852233887
257,31.984,-34.990970611572266,1.6566314697265625,24.884140014648438,36.37488555908203,-60.242103576660156,-0.7421278953552246
258,32.116,-34.768638610839844,0.71197509765625,26.080062866210938,37.21498489379883,-60.265037536621094,-0.9975509643554688
259,32.380,-33.01311492919922,-4.8782958984375,29.42440414428711,40.345375061035156,-61.88465118408203,0.9909563064575195
260,32.381,-32.64860916137695,-4.953941345214844,30.954647064208984,36.95149230957031,-60.7845458984375,0.22272729873657227
261,32.515,-32.847816467285156,-4.168205261230469,28.999771118164062,37.665260314941406,-60.28202438354492,0.059044837951660156
262,32.580,-32.79014587402344,-3.901397705078125,28.966228485107422,38.94535827636719,-60.626834869384766,0.3176608085632324
263,32.911,-33.268943786621094,-1.9850845336914062,28.461589813232422,38.83866882324219,-60.533687591552734,-0.7061553001403809
264,32.912,-33.346961975097656,-1.5681610107421875,25.891769409179688,41.7764892578125,-60.78118133544922,-0.4079122543334961
265,33.044,-33.60590362548828,-1.9661865234375,27.479045867919922,42.573055267333984,-60.645729064941406,-0.7447247505187988
266,33.112,-34.65858459472656,-1.600830078125,27.371829986572266,42.367435455322266,-60.81755828857422,-0.4468879699707031
267,33.444,-34.384822845458984,-4.50384521484375,24.07357406616211,55.01253128051758,-64.98152160644531,1.4193296432495117
268,33.445,-34.69127655029297,-2.9075164794921875,23.784652709960938,52.86293411254883,-65.20372009277344,5.167084693908691
269,33.576,-35.74882507324219,-0.09674072265625,22.784507751464844,52.1406364440918,-65.0609130859375,12.948259353637695
270,33.643,-33.88767623901367,-0.974151611328125,22.022701263427734,52.66629409790039,-64.21356964111328,7.995819091796875
271,33.975,-35.69749069213867,-1.6487350463867188,27.341697692871094,43.650901794433594,-61.80859375,10.333319664001465
272,33.977,-35.84828567504883,-0.47377777099609375,28.322345733642578,42.49676513671875,-61.70240020751953,5.286777019500732
273,34.108,-35.0692138671875,-1.1150360107421875,28.887222290039062,43.83116912841797,-62.14706039428711,2.8729567527770996
274,34.175,-34.6915283203125,-1.30389404296875,29.251346588134766,42.957115173339844,-62.52812576293945,13.155613899230957
275,34.439,-35.56121826171875,-6.477321624755859,23.216777801513672,49.00972366333008,-59.661155700683594,25.97906494140625
276,34.504,-35.25408935546875,-2.837249755859375,25.11075210571289,48.94965362548828,-61.542747497558594,28.016889572143555
277,34.572,-37.01710891723633,-2.9617462158203125,24.470184326171875,51.26485061645508,-66.17130279541016,29.16681480407715
278,34.703,-36.69470977783203,-0.42665863037109375,24.537487030029297,49.808616638183594,-65.458251953125,29.463294982910156
279,35.036,-37.581695556640625,-2.8552093505859375,22.221351623535156,47.47917556762695,-64.14720916748047,32.15310287475586
280,35.037,-37.07131576538086,-4.469093322753906,24.157493591308594,47.68644714355469,-63.86695861816406,21.842815399169922
281,35.168,-37.673160552978516,-3.868408203125,24.720657348632812,46.43122863769531,-64.04302215576172,28.477697372436523
282,35.236,-37.178314208984375,-2.892822265625,24.688579559326172,45.36174392700195,-63.09626770019531,27.92706871032715
283,35.567,-36.369903564453125,3.5448532104492188,21.85595703125,44.523399353027344,-65.0857162475586,27.445133209228516
284,35.568,-37.582542419433594,4.68780517578125,22.12580108642578,43.718109130859375,-65.64598083496094,27.745668411254883
285,35.699,-37.22509002685547,4.987274169921875,21.3994140625,43.079750061035156,-65.2373046875,27.504169464111328
286,35.767,-36.58739471435547,5.9568939208984375,20.997787475585938,42.74458312988281,-65.07351684570312,27.42791748046875
287,36.099,-35.815879821777344,0.824432373046875,22.970176696777344,44.578025817871094,-64.72593688964844,26.092060089111328
288,36.100,-36.18080139160156,-1.3733062744140625,24.96050262451172,44.451148986816406,-63.74394607543945,25.551029205322266
289,36.232,-36.170814514160156,0.6384811401367188,26.0108642578125,41.60063171386719,-63.87919616699219,25.766725540161133
290,36.300,-36.55500030517578,1.0808639526367188,26.00959014892578,42.07132339477539,-64.02223205566406,25.99912452697754
291,36.632,-35.90622329711914,4.729393005371094,23.034393310546875,40.35227966308594,-64.02642059326172,26.069198608398438
292,36.633,-36.277732849121094,3.8702545166015625,24.11032485961914,40.286903381347656,-64.07958984375,26.876651763916016
293,36.763,-37.07148742675781,3.6124343872070312,23.966583251953125,38.468631744384766,-63.87675476074219,34.42584991455078
294,36.896,-36.075443267822266,3.74688720703125,23.924728393554688,40.48828887939453,-64.00226593017578,33.5615119934082
295,37.160,-37.39885711669922,5.235313415527344,22.29943084716797,38.03053283691406,-64.50376892089844,37.32579040527344
296,37.161,-37.229095458984375,6.287803649902344,20.129318237304688,39.70526885986328,-64.24786376953125,34.757198333740234
297,37.292,-37.343719482421875,6.463104248046875,20.74877166748047,39.748191833496094,-64.42005920410156,32.78537368774414
298,37.360,-37.052696228027344,6.548011779785156,21.146453857421875,39.70207214355469,-64.21943664550781,26.420000076293945
299,37.692,-36.19065856933594,4.6750946044921875,23.908493041992188,40.34347915649414,-63.8531608581543,32.06742858886719
300,37.693,-36.29484939575195,4.649009704589844,23.39160919189453,42.127010345458984,-63.61753845214844,32.78101348876953
301,37.824,-36.04345703125,4.470252990722656,23.59947967529297,40.93162536621094,-63.711124420166016,32.42096710205078
302,37.892,-36.04579544067383,5.992317199707031,23.862445831298828,39.81409454345703,-63.7842903137207,32.502281188964844
303,38.223,-35.88043212890625,8.396888732910156,20.775497436523438,40.467010498046875,-63.84770202636719,25.868614196777344
304,38.225,-35.85822296142578,8.025306701660156,20.866798400878906,40.57988739013672,-63.911067962646484,28.314891815185547
305,38.356,-35.80670166015625,6.94970703125,21.525131225585938,40.915313720703125,-63.83929443359375,29.610279083251953
306,38.424,-36.324737548828125,6.938621520996094,21.49475860595703,40.63112258911133,-64.10118103027344,30.73672103881836
307,38.755,-35.90961456298828,7.32159423828125,20.791587829589844,39.94437789916992,-63.64338684082031,0.831151008605957
308,38.757,-35.329872131347656,7.19317626953125,21.030906677246094,39.306278228759766,-63.718284606933594,1.277376651763916
309,38.888,-34.94536590576172,6.4342498779296875,20.88055419921875,40.5223274230957,-63.7216911315918,1.6075773239135742
310,39.020,-34.56257629394531,6.274345397949219,20.792449951171875,41.22227096557617,-63.788330078125,2.1095452308654785
311,39.283,-31.791898727416992,0.6237869262695312,22.930801391601562,44.46950149536133,-63.391998291015625,1.5851044654846191
312,39.285,-31.237972259521484,1.5279464721679688,22.148029327392578,42.974910736083984,-63.331031799316406,1.596928596496582
313,39.420,-28.952905654907227,-0.437347412109375,21.157638549804688,43.05314254760742,-63.16432189941406,2.014242172241211
314,39.484,-28.78256607055664,-6.448886871337891,24.085506439208984,48.73442459106445,-61.75471496582031,3.1075944900512695
315,39.815,-31.9586238861084,-2.6081695556640625,15.713417053222656,42.170711517333984,-59.01498031616211,1.3790149688720703
316,39.817,-33.04711151123047,-1.6022415161132812,16.72289276123047,39.691280364990234,-58.95313262939453,1.998983383178711
317,39.948,-34.63568878173828,-2.6642227172851562,19.953712463378906,37.11067199707031,-59.406856536865234,1.3883037567138672
318,40.016,-34.613704681396484,-9.081539154052734,20.837356567382812,43.54719924926758,-57.33055114746094,3.8101892471313477
319,40.347,-37.55906295776367,-2.8291168212890625,16.455665588378906,46.31790542602539,-58.01230239868164,8.510592460632324
320,40.348,-35.463050842285156,-2.1015472412109375,18.528953552246094,45.58631134033203,-59.206424713134766,7.3866801261901855
321,40.480,-38.03093719482422,0.27519989013671875,17.80345916748047,42.46314239501953,-64.72836303710938,2.3972930908203125
322,40.548,-36.72032165527344,1.1450576782226562,17.549697875976562,42.33002853393555,-60.47306823730469,3.3152966499328613
323,40.880,-41.13275146484375,4.104972839355469,16.670913696289062,43.04097366333008,-61.64241027832031,1.1416211128234863
324,40.881,-39.41947937011719,3.8565826416015625,17.257972717285156,39.726097106933594,-60.26104736328125,0.9232702255249023
325,41.012,-37.75950622558594,4.864952087402344,14.839187622070312,42.961177825927734,-60.557464599609375,0.5576105117797852
326,41.144,-36.00599670410156,4.902793884277344,16.930389404296875,40.286903381347656,-59.22808837890625,0.4715418815612793
327,41.407,-36.170013427734375,2.84686279296875,19.50688934326172,38.311988830566406,-60.55567932128906,0.26400184631347656
328,41.409,-36.75531005859375,3.6213836669921875,18.081199645996094,41.07711410522461,-61.02262878417969,0.02114582061767578
329,41.544,-36.82332992553711,3.175079345703125,12.871566772460938,44.5880126953125,-61.19654083251953,0.08367156982421875
330,41.608,-36.728092193603516,2.9114990234375,15.273834228515625,42.040802001953125,-62.07838821411133,1.0017013549804688
331,41.940,-36.86809158325195,0.9893264770507812,14.062599182128906,55.3062744140625,-64.61903381347656,0.2419753074645996
332,41.941,-35.89421463012695,-6.655139923095703,25.744613647460938,55.10810089111328,-64.46073150634766,-0.04959297180175781
333,42.072,-37.5374755859375,-4.629219055175781,26.22498321533203,54.26084518432617,-65.86620330810547,3.188292980194092
334,42.140,-37.320579528808594,-5.025321960449219,23.935443878173828,56.852882385253906,-65.62120819091797,3.5651278495788574
335,42.472,-35.464881896972656,4.202537536621094,16.556716918945312,50.31686782836914,-64.74005126953125,18.448902130126953
336,42.475,-35.82286834716797,0.20847320556640625,20.459938049316406,45.124427795410156,-62.78779220581055,28.003923416137695
337,42.604,-34.61589813232422,0.6125030517578125,21.502540588378906,46.61129379272461,-63.82441329956055,28.594694137573242
338,42.672,-35.079742431640625,0.37518310546875,20.38971710205078,46.98552322387695,-63.50841522216797,11.62957763671875
339,43.004,-35.18339157104492,2.2688217163085938,18.163345336914062,52.190277099609375,-61.687686920166016,27.25200653076172
340,43.004,-35.514225006103516,0.572296142578125,18.482513427734375,56.26533889770508,-62.10271453857422,30.86210060119629
341,43.136,-36.4036865234375,0.20633697509765625,19.72015380859375,56.78632354736328,-64.38023376464844,30.707324981689453
342,43.267,-37.353294372558594,0.10834503173828125,21.093231201171875,55.4532356262207,-65.10934448242188,29.360868453979492
343,43.532,-41.49856948852539,-0.7392425537109375,22.24380111694336,42.3190803527832,-65.37196350097656,34.067481994628906
344,43.600,-44.24967575073242,-1.4619903564453125,23.030563354492188,43.065284729003906,-66.15766143798828,36.15681076049805
345,43.667,-43.47690200805664,-1.945587158203125,22.785247802734375,43.15338897705078,-65.36234283447266,37.86113739013672
346,43.732,-42.65949630737305,0.33881378173828125,22.60955047607422,39.15787887573242,-64.85582733154297,35.44927215576172
347,44.065,-42.74835205078125,3.6533126831054688,19.9586181640625,43.0841178894043,-64.95598602294922,36.42761993408203
348,44.131,-42.56977081298828,3.6812057495117188,20.77179718017578,44.033573150634766,-65.14142608642578,36.83283233642578
349,44.196,-42.4359245300293,4.7330474853515625,19.79973602294922,44.44770812988281,-65.2481460571289,36.539398193359375
350,44.331,-41.829322814941406,8.320968627929688,14.336715698242188,50.11593246459961,-69.12127685546875,34.84226608276367
351,44.596,-41.1341667175293,6.895683288574219,16.243194580078125,43.84132766723633,-69.25740051269531,35.18470001220703
352,44.597,-40.981361389160156,7.071319580078125,17.323211669921875,41.610504150390625,-67.78488159179688,34.97700119018555
353,44.728,-40.918704986572266,8.828056335449219,15.899742126464844,40.655662536621094,-67.05694580078125,34.8157958984375
354,44.796,-41.342308044433594,9.839042663574219,15.075546264648438,40.2586669921875,-67.40586853027344,34.88270568847656
355,45.128,-41.54895782470703,13.962890625,16.45281219482422,41.048255920410156,-67.52062225341797,33.894554138183594
356,45.129,-44.21095657348633,14.803413391113281,17.007347106933594,43.55503845214844,-69.34400939941406,33.605865478515625
357,45.260,-42.42058181762695,14.541206359863281,16.85700225830078,41.7401123046875,-67.96227264404297,33.7314453125
358,45.391,-42.74962615966797,15.070259094238281,16.76892852783203,42.50965881347656,-68.63340759277344,33.583160400390625
359,45.656,-40.48253631591797,12.251068115234375,15.020294189453125,41.52174758911133,-67.8268051147461,33.162689208984375
360,45.657,-40.422569274902344,12.216201782226562,14.193191528320312,41.59693908691406,-67.7990493774414,33.268531799316406
361,45.792,-40.47181701660156,12.5150146484375,14.951057434082031,41.99639129638672,-68.33382415771484,33.09299850463867
362,45.856,-39.69557189941406,13.157577514648438,14.570465087890625,41.459678649902344,-67.94662475585938,32.78629684448242
363,46.187,-40.39472961425781,13.997665405273438,15.263313293457031,38.879615783691406,-67.33369445800781,31.4130859375
364,46.189,-40.60094451904297,13.672775268554688,15.204521179199219,39.100868225097656,-67.0318374633789,31.46026039123535
365,46.320,-36.95726776123047,11.319992065429688,14.182914733886719,36.45466232299805,-62.930267333984375,28.487268447875977
366,46.389,-38.606407165527344,11.229515075683594,13.664794921875,37.856807708740234,-62.889102935791016,29.53486442565918
367,46.719,-38.94200897216797,12.56121826171875,13.981636047363281,39.64513397216797,-64.74433898925781,29.69502830505371
368,46.720,-38.97901153564453,13.155113220214844,14.02764892578125,39.924713134765625,-65.044189453125,29.687103271484375
369,46.852,-39.78999328613281,12.836860656738281,15.523727416992188,40.62052536010742,-66.5584487915039,29.609642028808594
370,46.920,-39.3048095703125,13.350242614746094,14.568115234375,40.265380859375,-65.74469757080078,29.59357261657715
371,47.252,-37.563568115234375,13.634742736816406,14.312545776367188,42.625614166259766,-64.4093017578125,29.525367736816406
372,47.252,-37.540061950683594,14.214927673339844,14.307701110839844,42.60717010498047,-64.27105712890625,28.889768600463867
373,47.384,-37.33024597167969,14.932266235351562,15.04400634765625,41.61204528808594,-64.21272277832031,29.0245361328125
374,47.516,-37.668270111083984,14.841804504394531,15.13507080078125,40.72310256958008,-64.04227447509766,29.379228591918945
375,47.584,-37.889976501464844,15.834297180175781,15.538703918457031,40.396366119384766,-64.23580932617188,29.489099502563477
376,47.779,-37.53509521484375,12.710441589355469,15.41448974609375,39.76961135864258,-64.42363739013672,28.02524757385254
377,47.780,-37.77893829345703,13.59454345703125,14.556159973144531,39.55644607543945,-64.19990539550781,28.15982437133789
378,47.915,-37.888526916503906,13.756881713867188,14.838882446289062,38.458805084228516,-64.39142608642578,28.214738845825195
379,47.979,-37.57643127441406,14.001365661621094,14.697715759277344,39.00038528442383,-64.30741882324219,28.157516479492188
380,48.311,-36.63435745239258,12.291275024414062,13.372795104980469,44.90195846557617,-63.325889587402344,28.391530990600586
381,48.313,-36.34226989746094,12.667198181152344,14.698440551757812,44.171043395996094,-63.619117736816406,28.127756118774414
382,48.444,-36.457427978515625,12.931015014648438,14.169692993164062,43.96147155761719,-63.637847900390625,27.779796600341797
383,48.512,-36.2540283203125,12.972312927246094,13.836311340332031,44.20204544067383,-63.813140869140625,27.924713134765625
384,48.912,-36.69908905029297,15.058349609375,14.067337036132812,40.962242126464844,-63.89753723144531,27.447147369384766
385,48.913,-36.98351287841797,15.243156433105469,14.776641845703125,38.769187927246094,-63.99447250366211,28.28477668762207
386,49.044,-36.998558044433594,14.612991333007812,15.599159240722656,37.67647171020508,-64.71930694580078,28.45298194885254
387,49.176,-36.66908645629883,14.508262634277344,15.538925170898438,39.05363082885742,-64.1986312866211,28.11965560913086
388,49.439,-35.23291778564453,15.230804443359375,14.771141052246094,40.54658508300781,-63.55225372314453,28.572946548461914
389,49.440,-34.80892562866211,15.747726440429688,14.615188598632812,39.699153900146484,-63.62816619873047,28.45293617248535
390,49.576,-34.67695617675781,17.218101501464844,13.90252685546875,39.416500091552734,-63.59587478637695,28.219482421875
391,49.640,-34.71212387084961,17.456626892089844,13.730415344238281,39.634246826171875,-63.57027816772461,28.23617935180664
392,49.971,-34.522178649902344,15.153724670410156,14.1673583984375,40.18266296386719,-63.31161117553711,10.367730140686035
393,49.972,-34.53831481933594,17.868270874023438,13.039360046386719,38.990787506103516,-63.47504806518555,8.630403518676758
394,50.104,-34.3106803894043,16.200057983398438,13.776237487792969,39.6929931640625,-63.741546630859375,10.63191032409668
395,50.172,-34.9119873046875,14.960708618164062,14.462211608886719,40.579689025878906,-63.790679931640625,22.009868621826172
396,50.503,-32.854835510253906,13.999519348144531,16.7431640625,39.2835578918457,-63.486087799072266,10.715046882629395
397,50.505,-33.112327575683594,13.671684265136719,17.30682373046875,39.0721321105957,-63.45182800292969,18.88995361328125
398,50.636,-33.05207824707031,14.729682922363281,16.461204528808594,39.4856071472168,-63.53562927246094,14.613187789916992
399,50.704,-32.52317428588867,13.841575622558594,16.525726318359375,39.53618621826172,-63.369232177734375,7.53736686706543
400,51.035,-34.00951385498047,12.210899353027344,17.700523376464844,37.1646614074707,-63.71587371826172,17.360008239746094
401,51.037,-34.00848388671875,13.49810791015625,18.18933868408203,37.838661193847656,-63.740867614746094,21.834701538085938
402,51.167,-34.041900634765625,13.904792785644531,17.875465393066406,38.84463882446289,-64.02651977539062,25.7895450592041
403,51.300,-32.33103561401367,10.850257873535156,17.231536865234375,40.09165954589844,-62.54513931274414,27.955425262451172
404,51.563,-34.00267028808594,12.90625,16.410552978515625,36.1529541015625,-63.44684982299805,31.49888038635254
405,51.565,-33.79143524169922,10.115821838378906,16.504928588867188,34.52644348144531,-61.97229766845703,29.730131149291992
406,51.700,-34.48596954345703,9.701881408691406,16.233367919921875,33.11208724975586,-61.360862731933594,28.919940948486328
407,51.764,-33.628990173339844,10.290428161621094,15.228866577148438,34.96250915527344,-61.573116302490234,29.678871154785156
408,52.096,-28.500574111938477,10.736625671386719,12.645652770996094,37.48588562011719,-55.70360565185547,30.906339645385742
409,52.164,-29.576854705810547,12.765144348144531,11.520599365234375,37.963653564453125,-57.426605224609375,30.373123168945312
410,52.227,-30.939002990722656,14.277534484863281,11.427993774414062,37.171104431152344,-58.507747650146484,22.873397827148438
411,52.296,-30.759700775146484,13.858238220214844,12.194778442382812,37.77456283569336,-58.15982437133789,28.631742477416992
412,52.627,-35.32411193847656,8.463005065917969,15.42218017578125,37.75569152832031,-60.37497329711914,28.391468048095703
413,52.628,-35.58660125732422,9.438125610351562,13.984260559082031,37.359378814697266,-60.23596954345703,29.19223403930664
414,52.760,-35.015411376953125,8.59356689453125,14.363975524902344,37.66340637207031,-59.52845001220703,36.47802734375
415,52.827,-34.7286376953125,7.608985900878906,14.223922729492188,38.64572525024414,-59.105167388916016,41.361900329589844
416,53.159,-38.15827178955078,11.352874755859375,10.104072570800781,39.08977127075195,-61.13995361328125,44.488067626953125
417,53.161,-37.09784698486328,10.046638488769531,12.491035461425781,35.97550964355469,-60.68843460083008,43.02857971191406
418,53.291,-36.825401306152344,9.968376159667969,12.038116455078125,36.05342102050781,-60.556915283203125,42.21339416503906
419,53.423,-36.89056396484375,9.88055419921875,12.302589416503906,37.591514587402344,-60.38748550415039,42.83415985107422
420,53.688,-36.144874572753906,10.493995666503906,14.592056274414062,36.7108154296875,-61.509437561035156,41.11328125
421,53.689,-35.762290954589844,10.417381286621094,14.670707702636719,39.41742706298828,-62.1920051574707,40.89555358886719
422,53.823,-35.153411865234375,11.287185668945312,15.068931579589844,39.265071868896484,-61.967193603515625,41.075706481933594
423,53.888,-34.81168746948242,11.640777587890625,15.487983703613281,36.475257873535156,-61.08308410644531,40.63286590576172
424,54.219,-35.80897903442383,16.192840576171875,11.66033935546875,32.21711730957031,-61.3780517578125,40.039161682128906
425,54.221,-35.99543762207031,16.023155212402344,11.219230651855469,33.27180480957031,-61.105621337890625,40.023719787597656
426,54.352,-36.56696319580078,16.30518341064453,10.192047119140625,34.4051628112793,-62.09120178222656,40.09063720703125
427,54.420,-36.64256286621094,15.049072265625,10.752944946289062,34.537269592285156,-61.322608947753906,40.13959503173828
428,54.751,-36.93711853027344,12.556350708007812,11.610572814941406,37.12815475463867,-59.5515251159668,40.5966796875
429,54.752,-36.43217086791992,11.718917846679688,13.008148193359375,35.05110168457031,-58.972076416015625,40.65068817138672
430,54.883,-36.28752899169922,13.159690856933594,13.733528137207031,33.83650207519531,-59.713050842285156,40.21783447265625
431,54.951,-35.99409103393555,13.77783203125,13.572555541992188,34.36248779296875,-60.34357452392578,39.66162872314453
432,55.283,-35.88985824584961,16.262245178222656,12.09686279296875,34.1429328918457,-60.35255432128906,39.921844482421875
433,55.285,-35.79560089111328,15.052764892578125,12.488510131835938,34.64719009399414,-60.48548889160156,40.715087890625
434,55.415,-35.56064987182617,15.528289794921875,12.140968322753906,33.752357482910156,-60.198936462402344,40.714019775390625
435,55.548,-35.86030197143555,16.195037841796875,11.715751647949219,34.108551025390625,-60.369903564453125,40.33131408691406
436,55.811,-35.64602279663086,14.250389099121094,13.260765075683594,33.125240325927734,-59.879600524902344,39.43415832519531
437,55.813,-35.738399505615234,13.169166564941406,14.286659240722656,33.04710006713867,-59.89241409301758,39.469879150390625
438,55.947,-35.710689544677734,14.254814147949219,14.094650268554688,32.88153839111328,-59.912696838378906,39.49186706542969
439,56.012,-35.75102233886719,13.842414855957031,14.665016174316406,32.09659194946289,-59.84846878051758,39.778419494628906
440,56.343,-35.673187255859375,11.402763366699219,12.150604248046875,36.5302734375,-59.219078063964844,38.97705078125
441,56.344,-36.08393859863281,11.504112243652344,8.649444580078125,39.169342041015625,-59.3192253112793,38.843780517578125
442,56.475,-35.5738639831543,13.278312683105469,10.918624877929688,36.11767578125,-59.83626937866211,38.65696334838867
443,56.543,-35.64284133911133,14.504417419433594,8.99688720703125,36.047645568847656,-59.79353713989258,38.99164581298828
444,56.676,-35.455665588378906,13.020767211914062,10.195945739746094,36.97704315185547,-60.24650573730469,39.23199462890625
445,56.875,-34.62171936035156,13.859794616699219,10.866348266601562,37.199214935302734,-59.751888275146484,38.72265625
446,56.877,-34.24024963378906,12.647315979003906,11.769569396972656,37.66597366333008,-59.72447204589844,39.05560302734375
447,57.007,-34.78363800048828,12.277488708496094,12.933502197265625,37.20567321777344,-59.74998092651367,38.66356658935547
448,57.076,-34.470909118652344,11.253494262695312,12.814506530761719,37.36046600341797,-59.717254638671875,39.0283203125
449,57.340,-33.96326446533203,14.391921997070312,12.276885986328125,36.419986724853516,-59.68455505371094,37.702552795410156
450,57.408,-34.025115966796875,14.379127502441406,13.422950744628906,34.127071380615234,-59.59477233886719,37.235755920410156
451,57.471,-34.30256271362305,14.431869506835938,13.985092163085938,34.29585266113281,-59.70212173461914,37.19242477416992
452,57.604,-34.513038635253906,15.33013916015625,14.03057861328125,33.98339080810547,-59.70101547241211,37.260780334472656
453,57.872,-34.54826354980469,15.760963439941406,11.2149658203125,35.31549072265625,-59.488670349121094,36.308895111083984
454,57.872,-34.72396469116211,15.122657775878906,11.556427001953125,36.01014709472656,-59.46348571777344,36.370147705078125
455,58.003,-34.70344924926758,14.503738403320312,12.140243530273438,35.86543655395508,-59.625953674316406,36.09326171875
456,58.072,-34.487911224365234,14.612815856933594,12.273338317871094,34.44789123535156,-59.61784362792969,36.14130783081055
457,58.404,-33.47753143310547,15.37506103515625,11.40692138671875,36.87886428833008,-59.83503723144531,35.49024200439453
458,58.405,-33.7208251953125,16.634010314941406,9.514869689941406,36.108924865722656,-60.220096588134766,35.87080383300781
459,58.535,-33.85655975341797,17.915298461914062,9.529075622558594,34.328155517578125,-60.24078369140625,35.831016540527344
460,58.668,-33.81172180175781,18.314956665039062,10.661849975585938,33.94190979003906,-60.03434753417969,35.79657745361328
461,58.931,-33.840576171875,16.068939208984375,12.386215209960938,35.312355041503906,-60.228206634521484,37.11286163330078
462,58.933,-33.587005615234375,15.789726257324219,12.502555847167969,35.58149337768555,-60.07670974731445,37.19137191772461
463,59.067,-35.02240753173828,16.19237518310547,12.215431213378906,34.948848724365234,-60.71384048461914,37.42504119873047
464,59.132,-34.80645751953125,16.397010803222656,12.627708435058594,34.42583465576172,-60.63126754760742,37.708038330078125
465,59.463,-32.89877700805664,14.913589477539062,12.101173400878906,35.4698371887207,-60.04637145996094,31.335155487060547
466,59.465,-32.875728607177734,13.547737121582031,12.158927917480469,35.73753356933594,-59.79907989501953,12.3010892868042
467,59.596,-33.34429931640625,14.912322998046875,12.076919555664062,35.06439971923828,-59.80915451049805,7.812932968139648
468,59.663,-33.53173828125,15.315292358398438,12.360214233398438,34.181236267089844,-59.80738830566406,9.578339576721191
469,59.995,-32.07650375366211,14.107833862304688,14.298820495605469,33.124813079833984,-59.64629364013672,1.5574088096618652
470,59.996,-31.769371032714844,14.376495361328125,15.09515380859375,32.310821533203125,-59.681819915771484,1.619077205657959
471,60.127,-31.079975128173828,12.059005737304688,16.58348846435547,31.5103702545166,-59.57522964477539,1.9756784439086914
472,60.195,-31.520729064941406,11.783218383789062,16.04901123046875,30.995603561401367,-59.39375305175781,1.6803269386291504
473,60.528,-31.935741424560547,8.793815612792969,18.894638061523438,32.737457275390625,-59.229881286621094,1.506199836730957
