step,time,shoulder_pan.pos,shoulder_lift.pos,elbow_flex.pos,wrist_flex.pos,wrist_roll.pos,gripper.pos
48,5.232,-44.39002990722656,-14.41396713256836,43.212867736816406,41.61573791503906,-62.5495719909668,31.673009872436523
49,5.632,-45.97942352294922,-8.685932159423828,42.04212188720703,34.51062774658203,-62.62309265136719,30.69823455810547
50,5.633,-45.45661163330078,-9.521472930908203,43.632930755615234,33.18145751953125,-62.337642669677734,31.038570404052734
51,5.764,-46.172149658203125,-9.617721557617188,44.83290100097656,30.502159118652344,-62.24843978881836,31.070363998413086
52,5.832,-45.86548614501953,-8.873039245605469,45.49272155761719,29.630043029785156,-61.92207336425781,31.132692337036133
53,6.164,-44.0045280456543,-7.295291900634766,41.43622970581055,33.1064453125,-62.06652069091797,30.6322021484375
54,6.165,-43.83201599121094,-7.153114318847656,41.78907012939453,33.36441421508789,-62.00727844238281,30.833105087280273
55,6.296,-43.7762451171875,-6.866668701171875,40.963443756103516,34.61857604980469,-61.912174224853516,30.90900421142578
56,6.428,-44.09294891357422,-7.291675567626953,41.01718521118164,35.365989685058594,-61.98194122314453,30.86922836303711
57,6.628,-45.175086975097656,-8.688056945800781,42.37655258178711,31.935705184936523,-61.35700988769531,32.24552917480469
58,6.692,-44.99873352050781,-8.358226776123047,41.85959243774414,32.06593704223633,-60.91810989379883,32.04790496826172
59,6.760,-44.9105339050293,-7.5210418701171875,42.03196334838867,32.1517333984375,-61.46372604370117,31.634782791137695
60,6.892,-44.872650146484375,-6.668701171875,42.04996109008789,32.0282096862793,-61.42012405395508,31.52001190185547
61,7.092,-43.837005615234375,-3.9397201538085938,36.15576934814453,33.65541076660156,-60.408058166503906,32.05736541748047
62,7.157,-44.004852294921875,-3.488494873046875,35.568321228027344,34.43062210083008,-60.65822219848633,32.479591369628906
63,7.292,-44.30341720581055,-4.317863464355469,37.253273010253906,33.87019348144531,-61.12867736816406,31.725187301635742
64,7.356,-43.94708251953125,-4.9338226318359375,38.4227294921875,33.286659240722656,-60.88100814819336,31.84514617919922
65,7.624,-44.21656036376953,-2.977203369140625,37.876243591308594,33.69654083251953,-61.051292419433594,30.409910202026367
66,7.625,-43.925594329833984,-2.8555068969726562,38.02130889892578,34.198883056640625,-61.00474166870117,30.122642517089844
67,7.756,-44.400386810302734,-2.5578231811523438,38.538818359375,33.51109313964844,-61.078914642333984,30.17812728881836
68,7.888,-44.29143524169922,-3.6513214111328125,40.16939926147461,33.16123580932617,-61.0924072265625,30.262771606445312
69,7.956,-44.14674377441406,-3.873748779296875,40.51982116699219,32.31584548950195,-61.09770584106445,30.310985565185547
70,8.152,-44.023094177246094,-2.8160324096679688,36.90681076049805,32.324119567871094,-61.12514114379883,30.397483825683594
71,8.152,-43.571651458740234,-1.9609222412109375,36.14162063598633,32.43391418457031,-60.88549041748047,30.687013626098633
72,8.288,-43.81265640258789,-2.036468505859375,36.126949310302734,33.19207000732422,-61.017452239990234,30.76739501953125
73,8.352,-43.66484069824219,-1.5554656982421875,35.72789764404297,34.135650634765625,-60.89836883544922,30.273536682128906
74,8.620,-42.67461013793945,-4.5156707763671875,37.09430694580078,37.43415069580078,-60.50484848022461,29.213165283203125
75,8.684,-42.40882873535156,-4.950202941894531,37.189659118652344,36.958213806152344,-60.34135055541992,29.19733428955078
76,8.752,-42.50847244262695,-4.179832458496094,37.75837326049805,35.55675506591797,-60.43256759643555,28.93210792541504
77,8.884,-43.006290435791016,-2.9802703857421875,37.95983123779297,33.37763214111328,-60.460445404052734,28.79252052307129
78,9.147,-42.67704391479492,-5.892616271972656,39.05085372924805,34.571624755859375,-60.24043273925781,29.72408103942871
79,9.148,-42.479610443115234,-4.0438385009765625,38.05016326904297,34.57429885864258,-60.22676086425781,29.750211715698242
80,9.280,-42.876808166503906,-3.6799392700195312,37.448211669921875,34.597267150878906,-60.15800094604492,30.186803817749023
81,9.348,-43.10634231567383,-1.9140625,36.83664321899414,33.11653518676758,-60.77490997314453,29.86737060546875
82,9.480,-42.61465835571289,-2.40606689453125,36.967071533203125,33.51807403564453,-60.21175765991211,29.96310806274414
83,9.680,-42.34607696533203,-2.2168045043945312,34.817195892333984,32.96179962158203,-60.57636260986328,29.474790573120117
84,9.681,-42.08952713012695,-3.36468505859375,35.62061309814453,33.73149490356445,-60.700172424316406,29.11318016052246
85,9.812,-41.73487854003906,-3.5827102661132812,36.752742767333984,32.36469268798828,-60.553829193115234,29.0074405670166
86,9.880,-41.61174774169922,-3.5579910278320312,36.071998596191406,33.170021057128906,-60.545989990234375,30.0679874420166
87,10.211,-41.579071044921875,-2.2367095947265625,34.79926681518555,33.25716018676758,-60.31406784057617,28.632856369018555
88,10.213,-41.85936737060547,-3.128814697265625,35.79736328125,32.59809875488281,-60.38825607299805,28.848400115966797
89,10.344,-41.578330993652344,-3.8108673095703125,35.541324615478516,32.55866241455078,-60.309112548828125,29.664142608642578
90,10.412,-41.66661071777344,-2.64300537109375,35.439430236816406,31.744037628173828,-60.288780212402344,29.014543533325195
91,10.743,-40.83725357055664,-0.48468017578125,33.44352722167969,33.316505432128906,-59.8933219909668,28.93518829345703
92,10.745,-40.48982238769531,-1.0852127075195312,34.7794075012207,32.163578033447266,-59.93269729614258,28.690773010253906
93,10.876,-40.461395263671875,-2.0054473876953125,34.2491569519043,33.4315185546875,-59.89762496948242,28.01940155029297
94,11.008,-40.41947937011719,-2.528167724609375,35.332454681396484,33.931724548339844,-59.89266586303711,28.453508377075195
95,11.076,-40.564125061035156,-1.765380859375,33.982303619384766,33.75856399536133,-59.63056945800781,28.844301223754883
96,11.271,-41.24019241333008,-5.22314453125,34.50790023803711,37.56349182128906,-59.578250885009766,29.132980346679688
97,11.272,-41.23643493652344,-4.4513092041015625,34.454254150390625,35.78558349609375,-59.71510696411133,28.716520309448242
98,11.403,-41.111122131347656,-5.0314178466796875,35.473426818847656,35.828887939453125,-59.77342987060547,28.293041229248047
99,11.472,-41.69300079345703,-3.4374160766601562,35.181922912597656,35.55572509765625,-60.5560417175293,28.206735610961914
100,11.803,-39.58884811401367,-6.010734558105469,38.27975845336914,33.7001953125,-59.539302825927734,2.293667793273926
101,11.804,-39.619415283203125,-5.083953857421875,37.637577056884766,32.979248046875,-59.49746322631836,0.9869937896728516
102,11.936,-38.92683410644531,-5.616180419921875,37.1413459777832,33.850894927978516,-59.55474090576172,2.627249240875244
103,12.004,-39.54832458496094,-7.14593505859375,37.15101623535156,34.649993896484375,-59.628902435302734,6.725812911987305
104,12.268,-34.97653579711914,-12.079418182373047,41.12697219848633,34.597816467285156,-58.481727600097656,1.5442085266113281
105,12.336,-31.940427780151367,-17.709754943847656,42.092430114746094,37.7631721496582,-57.94810104370117,1.8878536224365234
106,12.400,-35.059974670410156,-13.16292953491211,41.91925048828125,35.6215705871582,-59.11925506591797,0.7951159477233887
107,12.536,-33.392913818359375,-16.08205795288086,41.19574737548828,40.18035888671875,-59.332584381103516,1.0602874755859375
108,12.800,-34.931156158447266,-10.893783569335938,33.96410369873047,44.00715637207031,-59.021270751953125,3.5870580673217773
109,12.801,-35.28380584716797,-12.28726577758789,35.25360107421875,45.02396774291992,-58.83311462402344,13.576667785644531
110,12.932,-36.07508087158203,-10.616207122802734,34.418582916259766,43.30286407470703,-59.02266311645508,14.489818572998047
111,12.999,-36.91981506347656,-9.914165496826172,35.11570358276367,41.61310577392578,-59.30360794067383,14.089513778686523
112,13.132,-38.92640686035156,-9.404949188232422,34.442752838134766,40.60810089111328,-58.94159698486328,20.892925262451172
113,13.331,-36.54172897338867,-11.466350555419922,38.404727935791016,40.79316711425781,-58.71051025390625,27.77739715576172
114,13.333,-36.39933776855469,-11.95074462890625,38.362125396728516,41.808414459228516,-59.15863037109375,22.80306053161621
115,13.464,-35.839134216308594,-12.492443084716797,40.09071350097656,39.13593292236328,-59.24580764770508,24.28241539001465
116,13.532,-36.47563934326172,-13.17824935913086,41.35918045043945,36.19744110107422,-58.916011810302734,28.768878936767578
117,13.860,-37.75896453857422,-12.54458236694336,39.679481506347656,41.01361846923828,-59.3885612487793,30.123502731323242
118,13.861,-38.368446350097656,-10.231452941894531,38.04068374633789,39.78276824951172,-59.514034271240234,28.08907699584961
119,13.996,-38.52181625366211,-8.438724517822266,37.20085906982422,39.197113037109375,-59.50397872924805,25.60634422302246
120,14.060,-37.75718688964844,-8.893150329589844,37.48065185546875,38.2650146484375,-59.60142135620117,27.10507583618164
121,14.392,-38.731815338134766,-6.769313812255859,38.16929626464844,33.10400390625,-59.46428680419922,33.226539611816406
122,14.394,-38.51685333251953,-6.403949737548828,38.54161834716797,32.2672233581543,-59.62165832519531,33.037620544433594
123,14.524,-37.592384338378906,-6.668949127197266,39.59123992919922,30.547805786132812,-59.51197814941406,32.27164077758789
124,14.593,-37.368431091308594,-6.758487701416016,38.97462463378906,32.125877380371094,-59.4342041015625,33.0577278137207
125,14.924,-37.336097717285156,-6.890907287597656,37.816162109375,32.67858123779297,-59.37605285644531,27.89031410217285
126,14.926,-38.20212173461914,-6.775325775146484,38.73542404174805,33.59578323364258,-59.46845245361328,28.56064796447754
127,15.056,-37.68119812011719,-6.926338195800781,38.24764633178711,35.039817810058594,-59.39887619018555,28.0553035736084
128,15.124,-37.53352737426758,-5.654228210449219,37.880584716796875,34.517311096191406,-59.33328628540039,27.52355194091797
129,15.456,-36.61853790283203,-7.751380920410156,39.95851516723633,30.583101272583008,-59.09495544433594,1.774123191833496
130,15.457,-36.92134094238281,-6.440471649169922,39.546077728271484,30.154298782348633,-59.07474899291992,0.904965877532959
131,15.588,-36.74579620361328,-6.923847198486328,39.612770080566406,30.518695831298828,-59.09828186035156,1.1709818840026855
132,15.655,-36.00653839111328,-7.073307037353516,39.3443489074707,29.634366989135742,-59.05584716796875,1.5249614715576172
133,15.987,-33.284332275390625,-10.458385467529297,37.6711311340332,30.322437286376953,-59.088478088378906,0.7054309844970703
134,15.988,-33.72184371948242,-11.970935821533203,37.56342315673828,31.46767234802246,-59.08454895019531,2.0401430130004883
135,16.119,-34.563011169433594,-12.392402648925781,36.6378288269043,35.57980728149414,-58.61791229248047,29.817411422729492
136,16.252,-36.090492248535156,-11.281505584716797,37.247867584228516,32.9041748046875,-58.807273864746094,36.9960823059082
137,16.516,-37.299400329589844,-19.51921844482422,41.8056526184082,36.67914581298828,-58.982337951660156,11.211627960205078
138,16.517,-36.60368347167969,-18.79385757446289,40.327213287353516,38.40138244628906,-58.575523376464844,2.2524185180664062
139,16.648,-33.50815200805664,-20.443252563476562,38.726173400878906,38.19419860839844,-57.096683502197266,0.32225847244262695
140,16.716,-34.10082244873047,-16.54877471923828,40.36871337890625,35.71723175048828,-58.679718017578125,1.0977520942687988
141,17.047,-34.0506706237793,-11.216419219970703,36.152931213378906,33.39939880371094,-58.3248405456543,1.1195664405822754
142,17.048,-33.36696243286133,-9.582550048828125,30.284725189208984,37.894256591796875,-58.40578842163086,1.9440031051635742
143,17.180,-35.64889907836914,-11.409889221191406,34.312007904052734,35.705936431884766,-58.451725006103516,32.05378341674805
144,17.248,-35.58102798461914,-11.86294174194336,35.23171615600586,36.0201416015625,-58.43132781982422,37.022308349609375
145,17.579,-35.567283630371094,-10.28781509399414,35.58284378051758,33.38395690917969,-58.73894500732422,44.1639404296875
146,17.581,-36.88731002807617,-12.243804931640625,35.78865432739258,35.902809143066406,-59.486785888671875,42.94281768798828
147,17.712,-39.78392791748047,-14.151935577392578,37.7110710144043,33.907432556152344,-59.64339065551758,38.72631072998047
148,17.780,-39.577388763427734,-14.328372955322266,38.28281784057617,33.863136291503906,-59.43088912963867,37.63335418701172
149,17.912,-38.828582763671875,-15.1749267578125,38.98748779296875,34.25361633300781,-59.41015625,33.08856201171875
150,18.111,-38.14752197265625,-11.039924621582031,39.13792419433594,34.95109939575195,-58.93429946899414,36.52965545654297
151,18.113,-37.97663879394531,-9.574947357177734,38.5780143737793,33.936561584472656,-58.833248138427734,37.41325759887695
152,18.244,-38.39897537231445,-8.243644714355469,38.467384338378906,32.61532974243164,-58.639095306396484,38.21525955200195
153,18.376,-38.6562385559082,-8.651546478271484,40.528167724609375,31.42707061767578,-58.72663879394531,37.477508544921875
154,18.640,-38.52939987182617,-8.176948547363281,36.045047760009766,34.12461471557617,-59.183067321777344,39.780860900878906
155,18.708,-38.86628723144531,-9.607040405273438,36.67206573486328,33.566184997558594,-59.23699188232422,38.35955047607422
156,18.776,-39.44166564941406,-8.659957885742188,37.38515853881836,31.516393661499023,-59.617027282714844,38.123497009277344
157,18.840,-38.98072052001953,-8.365234375,36.50934982299805,32.41152572631836,-59.61082458496094,37.93901062011719
158,19.172,-41.0888557434082,-8.209327697753906,38.50828552246094,33.506690979003906,-61.42646026611328,35.550323486328125
159,19.173,-40.253326416015625,-9.506114959716797,40.088138580322266,31.771366119384766,-61.178348541259766,34.412261962890625
160,19.304,-39.165061950683594,-11.540523529052734,40.79349899291992,31.70746421813965,-60.243804931640625,9.220139503479004
161,19.372,-38.9819221496582,-10.022197723388672,40.296669006347656,30.51447296142578,-59.659934997558594,1.9722952842712402
162,19.704,-36.4346923828125,-12.370372772216797,38.56088638305664,32.43620300292969,-58.73442459106445,29.349843978881836
163,19.705,-37.48567199707031,-9.071426391601562,38.54433822631836,30.068593978881836,-59.318695068359375,38.244361877441406
164,19.836,-37.73826599121094,-11.252166748046875,37.935760498046875,31.936630249023438,-58.91325759887695,46.50178527832031
165,19.903,-38.33084487915039,-9.944721221923828,37.047821044921875,31.54990577697754,-59.10298156738281,49.726768493652344
166,20.236,-40.345611572265625,-9.21478271484375,38.46806716918945,31.419715881347656,-59.72425842285156,46.88346862792969
167,20.237,-40.02701950073242,-9.709308624267578,38.261653900146484,32.34013366699219,-59.845401763916016,44.36711883544922
168,20.368,-39.90397262573242,-9.174800872802734,37.98908233642578,32.948524475097656,-59.810035705566406,43.13666534423828
169,20.500,-40.023712158203125,-14.1341552734375,40.30754852294922,33.52159118652344,-59.824851989746094,26.32207679748535
170,20.764,-37.51655578613281,-11.742706298828125,38.3895263671875,30.734418869018555,-59.01539611816406,13.694562911987305
171,20.765,-37.32936096191406,-8.88519287109375,37.87552261352539,29.823434829711914,-59.12360382080078,2.5983338356018066
172,20.900,-36.81599807739258,-6.159934997558594,37.8476676940918,28.642446517944336,-59.0532341003418,2.235598087310791
173,20.964,-36.988624572753906,-4.818206787109375,37.70111083984375,28.854915618896484,-59.041873931884766,2.8486180305480957
174,21.295,-35.71751403808594,-12.284164428710938,39.21828079223633,29.6837158203125,-59.230926513671875,1.531425952911377
175,21.296,-35.118289947509766,-12.357780456542969,40.100040435791016,28.972854614257812,-59.22985076904297,1.4331560134887695
176,21.428,-34.62116241455078,-12.034805297851562,39.55665588378906,28.89365577697754,-59.18359375,1.386916160583496
177,21.496,-34.27710723876953,-11.468212127685547,38.900840759277344,28.82367706298828,-59.22657012939453,1.1302123069763184
178,21.827,-35.228233337402344,-4.489204406738281,35.357032775878906,28.517139434814453,-55.79706954956055,4.76162052154541
179,21.829,-34.898277282714844,-3.2426528930664062,32.68210983276367,31.832969665527344,-56.417518615722656,1.7491455078125
180,21.960,-35.851593017578125,-2.427825927734375,32.124481201171875,34.582298278808594,-57.28675079345703,2.560303211212158
181,22.028,-35.63861083984375,-3.4528884887695312,34.51410675048828,32.694068908691406,-57.99577331542969,2.377476692199707
182,22.359,-37.79833221435547,-4.656959533691406,29.254222869873047,37.62803649902344,-58.167869567871094,0.733067512512207
183,22.360,-37.673004150390625,-5.190338134765625,31.019207000732422,36.38553237915039,-58.24488067626953,0.07082986831665039
184,22.492,-37.021873474121094,-5.71990966796875,31.412830352783203,34.833213806152344,-58.17997741699219,-0.25925493240356445
185,22.624,-38.02098846435547,-4.882560729980469,31.115062713623047,34.78008270263672,-58.32264709472656,-0.13215875625610352
186,22.887,-36.21342086791992,-4.424995422363281,31.079071044921875,40.456993103027344,-59.299434661865234,22.510433197021484
187,22.889,-35.293067932128906,-4.4218597412109375,31.183143615722656,39.18866729736328,-58.604454040527344,17.159151077270508
188,23.024,-35.365028381347656,-3.4083328247070312,30.957275390625,38.97604751586914,-58.14581298828125,23.386356353759766
189,23.088,-35.32834243774414,-2.4091033935546875,31.347057342529297,38.435546875,-58.18999481201172,28.74852180480957
190,23.419,-39.4876594543457,-2.9312896728515625,31.07113265991211,37.34122848510742,-58.07159423828125,39.948028564453125
191,23.420,-39.29012680053711,-5.0384521484375,32.8637809753418,37.719444274902344,-57.94538879394531,40.311912536621094
192,23.552,-39.38706970214844,-3.9879379272460938,31.22146987915039,37.59494400024414,-57.89186096191406,40.176025390625
193,23.620,-39.045475006103516,-4.557861328125,32.104766845703125,37.69733428955078,-57.79391098022461,39.916595458984375
194,23.951,-38.506858825683594,-4.874992370605469,34.5742301940918,34.089542388916016,-57.51426696777344,42.57665252685547
195,23.952,-39.05744934082031,-5.248649597167969,33.83942794799805,35.37043380737305,-57.45524597167969,43.36479187011719
196,24.084,-39.424171447753906,-4.121772766113281,34.22028732299805,31.584672927856445,-57.5936279296875,43.433265686035156
197,24.152,-38.51023864746094,-4.20220947265625,34.425880432128906,34.00477981567383,-57.81414031982422,42.84672546386719
198,24.415,-40.19686508178711,-5.5879364013671875,32.462589263916016,39.80070877075195,-60.7336311340332,42.42853546142578
199,24.485,-39.82910919189453,-4.137489318847656,32.19565963745117,36.107017517089844,-59.855995178222656,44.11504364013672
200,24.616,-40.81962203979492,-4.47222900390625,32.84846115112305,37.681915283203125,-59.96274185180664,43.573768615722656
201,24.748,-42.45430374145508,-4.087150573730469,32.97202682495117,39.19550704956055,-61.70906066894531,43.04241943359375
202,25.011,-41.40190505981445,0.42543792724609375,31.400188446044922,36.73313903808594,-62.094696044921875,41.55548095703125
203,25.012,-41.7294921875,-2.3033447265625,32.87797546386719,36.649513244628906,-61.44397735595703,42.87017059326172
204,25.148,-42.06803894042969,-3.0393905639648438,34.295467376708984,34.53135681152344,-60.83491516113281,42.09355926513672
205,25.212,-39.38945770263672,-7.600032806396484,35.91651153564453,34.7420654296875,-58.164390563964844,40.967254638671875
206,25.543,-41.95998764038086,-1.4224624633789062,31.175155639648438,37.44352722167969,-60.669525146484375,40.52166748046875
207,25.544,-41.68931198120117,0.269500732421875,31.85708999633789,34.639312744140625,-61.10329055786133,40.44440460205078
208,25.676,-41.688690185546875,2.5274581909179688,31.567493438720703,32.608848571777344,-60.95207595825195,40.798912048339844
209,25.744,-41.30097579956055,1.216278076171875,31.51742935180664,35.04990768432617,-60.71964645385742,40.726806640625
210,26.075,-40.88862609863281,4.334419250488281,28.12905502319336,36.12016296386719,-60.11466598510742,39.806541442871094
211,26.077,-41.379150390625,3.2438125610351562,29.83132553100586,36.21226501464844,-60.69384002685547,41.396629333496094
212,26.208,-41.12689971923828,2.4240646362304688,30.572338104248047,32.48744201660156,-59.92832946777344,40.497718811035156
213,26.275,-40.68718719482422,2.9523849487304688,31.123477935791016,31.599414825439453,-59.99176025390625,40.31861877441406
214,26.607,-40.75126647949219,2.2892913818359375,31.209930419921875,35.060829162597656,-60.197296142578125,39.99705505371094
215,26.608,-41.487892150878906,2.5977249145507812,30.905017852783203,34.453163146972656,-60.25735855102539,39.89906311035156
216,26.740,-41.42959976196289,2.0702133178710938,31.863689422607422,33.27811050415039,-60.300148010253906,39.343544006347656
217,26.871,-41.24711608886719,2.4141998291015625,32.69771194458008,32.312965393066406,-60.34470748901367,39.295806884765625
218,27.136,-40.336158752441406,-0.6990203857421875,32.48345947265625,32.320472717285156,-60.122432708740234,31.051387786865234
219,27.137,-40.22032928466797,0.3640289306640625,31.764842987060547,34.59390640258789,-60.284080505371094,33.401710510253906
220,27.272,-39.93866729736328,2.3655853271484375,31.903308868408203,32.880126953125,-60.18721389770508,32.912635803222656
221,27.336,-40.13373565673828,2.1160964965820312,31.85028076171875,33.50523376464844,-60.30542755126953,37.54788589477539
222,27.668,-39.84315490722656,0.953460693359375,31.226348876953125,33.76294708251953,-59.902198791503906,29.0112247467041
223,27.669,-39.94647979736328,2.1765060424804688,31.532718658447266,34.44904327392578,-59.98316192626953,34.48288345336914
224,27.800,-40.22356414794922,3.7371139526367188,31.154014587402344,33.65951156616211,-59.975929260253906,34.70426559448242
225,27.868,-40.269248962402344,3.5800857543945312,30.977310180664062,34.284034729003906,-59.9559440612793,35.087249755859375
226,28.200,-39.81976318359375,1.2072830200195312,31.883861541748047,35.181541442871094,-59.978267669677734,34.498435974121094
227,28.201,-40.21192169189453,1.373138427734375,31.404247283935547,34.952049255371094,-59.9195442199707,34.839630126953125
228,28.332,-39.78352355957031,-0.23954010009765625,32.756160736083984,34.71961975097656,-59.87545394897461,35.25946044921875
229,28.400,-39.9139289855957,-0.20043182373046875,32.97886657714844,34.315406799316406,-59.813812255859375,35.0792121887207
230,28.665,-40.48362731933594,-2.1730880737304688,32.47909164428711,38.129676818847656,-62.26891326904297,31.220205307006836
231,28.732,-38.99327850341797,-0.2713775634765625,31.76874542236328,35.846405029296875,-60.57334518432617,31.904590606689453
232,28.864,-39.64830780029297,0.8154983520507812,31.483295440673828,36.63304901123047,-61.116329193115234,31.48065757751465
233,28.931,-39.07977294921875,0.630157470703125,31.736080169677734,36.904396057128906,-60.47868728637695,31.767778396606445
234,29.260,-39.190311431884766,-5.246696472167969,32.67594528198242,38.47835922241211,-61.254478454589844,22.76529312133789
235,29.261,-39.36149597167969,-4.259925842285156,31.747665405273438,40.45003128051758,-61.26385498046875,27.581262588500977
236,29.395,-39.276161193847656,-3.2336578369140625,32.269386291503906,38.291988372802734,-60.56838607788086,22.38986587524414
237,29.460,-39.14917755126953,-2.2015304565429688,30.896034240722656,38.42758560180664,-60.56814956665039,22.550979614257812
238,29.792,-36.52526092529297,0.71441650390625,30.177501678466797,36.92021942138672,-60.65859603881836,12.708815574645996
239,29.793,-36.373313903808594,0.69183349609375,30.30211639404297,36.59718322753906,-60.65888214111328,15.01384162902832
240,29.924,-36.48118591308594,1.6438217163085938,29.953140258789062,35.98783874511719,-60.8412971496582,18.225730895996094
241,29.992,-36.284244537353516,1.1303558349609375,30.367206573486328,35.87482833862305,-60.729087829589844,15.28285026550293
